Categoría,Alimento,Producto,Empresa
Comida para bebés,Picados,"Picado NaturNes Carne, zanahoria y arroz (250gr)",Nestlé
Comida para bebés,Picados,Picado NaturNes Pollo verduras (215 g),Nestlé
Comida para bebés,Picados,"Picado NaturNes Pollo zanahoria y arroz, 215 g",Nestlé
Comida para bebés,Picados,"Picado NaturNes Tomaticán, 250 g",Nestlé
Comida para bebés,Picados,Picado Naturnes carne papas zanahoria y espinaca 215 g,Nestlé
Comida para bebés,Colados,Colado NaturNes Carne y Verduras (115g),Nestlé
Comida para bebés,Colados,Colado NaturNes Carne y Verduras (215 g),Nestlé
Comida para bebés,Colados,"Colado Naturnes garbanzos, 215 gr",Nestlé
Suplementos alimentarios,Fórmulas nutricional,Ensure chocolate 400 gr (Nutrivigor),Abbott - Nutrition
Suplementos alimentarios,Suplemento alimentario,"Cloruro de magnesio, sobre 125g",Dulzura Natural
Suplementos alimentarios,Suplemento alimentario,"VitaEnergy Multivitaminas + Biotina, 20 tabletas efervescente",VitaEnergy - Bio Plus
Suplementos alimentarios,Suplemento alimentario,"VitaEnergy Mini Vitaminas, 20 tabletas efervescente",VitaEnergy - Bio Plus
Suplementos alimentarios,Suplemento alimentario,"VitaEnergy Calcio + D3, 20 tabletas efervescente",VitaEnergy - Bio Plus
Suplementos alimentarios,Suplemento alimentario,"VitaEnergy Vitamina C 1000 mg, 20 tabletas efervescente",VitaEnergy - Bio Plus
Suplementos alimentarios,Suplemento alimentario,"VitaEnergy Magnesio + Complejo B, 20 tabletas efervescente",VitaEnergy - Bio Plus
Suplementos alimentarios,Suplemento alimentario,"Cardiosmile, (fitoesteroles) alimento líquido, 30 sachet",Nutrartis
Suplementos alimentarios,Suplemento nutricional completo,Nat100 Balance Plus + sabor vainilla 400 y 900gr,Laboratorio Boston
Suplementos alimentarios,Suplemento nutricional completo,"Nat100 Diabético, sabor vainilla 400 y 900gr",Laboratorio Boston
Suplementos alimentarios,Suplemento nutricional completo,"Nat100 Pediátrico, sabor vainilla 400 y 900gr",Laboratorio Boston
Suplementos alimentarios,Suplemento nutricional completo,"Nat100 Triple fibra sabor vainilla, tarro 400 y 900gr",Laboratorio Boston
Suplementos alimentarios,Suplemento nutricional completo,"Glucerna Vainilla, (polvo), 850g",Abbott - Nutrition
Suplementos alimentarios,Suplemento nutricional completo,"Ensure Advance Chocolate (polvo), tarro 850g",Abbott - Nutrition
Suplementos alimentarios,Suplemento nutricional completo,"Glucerna Vainilla (liquido) TC RPB, 237ml",Abbott - Nutrition
Suplementos alimentarios,Suplemento nutricional completo,"Ensure Advance chocolate, 220 ml",Abbott - Nutrition
Suplementos alimentarios,Suplemento nutricional completo,Ensure Advance Café líquido 220ml,Abbott - Nutrition
Suplementos alimentarios,Suplemento nutricional completo,Jevity RTH 1L,Abbott - Nutrition
Suplementos alimentarios,Suplemento Nutricional,"Nat100 Módulo calórico, tarro 450gr",Laboratorio Boston
Suplementos alimentarios,Suplemento Nutricional,"Nat100 Módulo espesante, tarro 250gr",Laboratorio Boston
Suplementos alimentarios,Suplemento Nutricional,"Nat100 Módulo Proteico, tarro 250g",Laboratorio Boston
Suplementos alimentarios,Suplemento Nutricional,"Ensure Compact Vainilla, (liquido RPB),125ml",Abbott - Nutrition
Suplementos alimentarios,Suplemento Nutricional,Pediasure Vainilla liquido 220 ml,Abbott - Nutrition
Suplementos alimentarios,Suplemento Nutricional,Ensure compact vainilla liquido de 125 ml,Abbott - Nutrition
Suplementos alimentarios,Suplemento Nutricional,Alimentum 400 gr (pediátrico),Abbott - Nutrition
Suplementos alimentarios,Suplemento Nutricional,Similac Mamá 400gr,Abbott - Nutrition
Suplementos alimentarios,Bebida nutricional,"AltitudH, polvo Liofilizado de frutas antioxidantes caja de 3, 15 y
30 sachet",Mas Blue Global Health
Suplementos alimentarios,Suplemento nutricional completo,NEPRO AP lata 237 ml,Abbott - Nutrition
Suplementos alimentarios,Moringa,"Moringa en polvo, sobre 20g.",Dulzura Natural
Suplementos alimentarios,Vitamina B12,"Vitamina B12, sobre 9g. 90 porciones",Dulzura Natural
Suplementos alimentarios,Hierro,"Hierro, sobre de 11g (100 porciones)",Dulzura Natural
Suplementos alimentarios,Vitamina C,"Vitamina C, sobre de 60 gr (120 porciones de 500 mg)",Dulzura Natural
Suplementos alimentarios,Ácido fólico,"Ácido fólico, sobre de 7.8 gr (120 porciones de 500ug)",Dulzura Natural
Suplementos alimentarios,Biotina,"Biotina, sobre 7,1 gr (110 porciones de 150ug)",Dulzura Natural
Suplementos alimentarios,Calcio,"Calcio 500mg, sobre 112,5 gr (90 porciones)",Dulzura Natural
Suplementos alimentarios,Carbonato de magnecio,"Carbonato de magnesio 400mg, sobre 94,5 gr (90 porciones)",Dulzura Natural
Suplementos alimentarios,Omega 3,"Omega 3 (de microalgas), sobre 43g (30 cápsulas)",Dulzura Natural
Suplementos alimentarios,Vitamina A,"Vitamina A, sobre de 5,8 gr (90 porciones de 3300 UI)",Dulzura Natural
Suplementos alimentarios,Vitamina B3,"Vitamina B3, sobre 5,4 gr (90 porciones de 20 mg Niacina
(Niacinamida))",Dulzura Natural
Suplementos alimentarios,Vitamina B6,"Vitamina B6, sobre 6,6 gr (90 porciones de 50 mg)",Dulzura Natural
Suplementos alimentarios,Vitamina D,"Vitamina D2, sobre 8,1 gr, (125 porciones de 800 UI)",Dulzura Natural
Suplementos alimentarios,Vitamina D,"Vitamina D3, sobre 8,1 gr (125 porciones de 800 UI)",Dulzura Natural
Suplementos alimentarios,Vitamina D,"VITAMINA D3 800 UI, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,Vitamina E,"Vitamina E, sobre 24,3 gr (30 porciones de 405 UI)",Dulzura Natural
Suplementos alimentarios,Vitamina K2,"Vitamina K2, sobre 5,8 gr (200 porciones de 200 ug)",Dulzura Natural
Suplementos alimentarios,Zinc,"Zinc, sobre 10,5 gr (90 porciones de 15 mg)",Dulzura Natural
Suplementos alimentarios,Suplemento vitamínico con Zinc,"VITAMINA C 1000 mg +Zinc, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,Suplementos minerales,"CALCIO MAGNESIO D3, tubo 15 tabletas efervescentes",Sanotact - Bio Plus
Suplementos alimentarios,"Suplemento vitamínico con
Magnesio","MAGNESIO + COMPLEJO B, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,Suplemento de Vitamina B,"B-COMPLEX, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,"Suplemento vitaminas y
minerales","CALCIO+VITAMINA D3, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,Fórmula infantil,Similac NeoSure HMO 370gr fórmula infantil,Abbott - Nutrition
Endulzantes y azúcares,Azúcar,"Azúcar rubio marca Mi Tierra, 750g",NutrisaCorp
Endulzantes y azúcares,Azúcar,Azúcar granulada,Ambrosia
Endulzantes y azúcares,Azúcar,"Azúcar rubia de caña Allfree, 1kg",Allfree
Endulzantes y azúcares,Estevia,"Stevia pura en polvo, sobre 10g.",Dulzura Natural
Endulzantes y azúcares,Estevia,"Endulzante Stevia WHOLESOME, sachet 75 gr","Wholesome - Importado por
Cencosud"
Endulzantes y azúcares,Alulosa,"Alulosa líquida, 180 y 240 mL",Cuisine&Co - JUMBO
Endulzantes y azúcares,Alulosa,"Endulzante Alulosa WHOLESOME liquido, 326G","Wholesome - Importado por
Cencosud"
Endulzantes y azúcares,Alulosa,"Endulzante Alulosa WHOLESOME granulado, 326G","Wholesome - Importado por
Cencosud"
Endulzantes y azúcares,Panela,"Chancaca, 400gr",Deliciosa
Cereales (grano) y legumbres,Quinoa,Quínoa (grano lavado) marca Mi Tierra,Mi Tierra - NutrisaCorp
Cereales (grano) y legumbres,Arroz,Arroz largo ancho Tucapel Gran Selección G1 (1 Kg) (nacional),Tucapel
Cereales (grano) y legumbres,Arroz,"Arroz largo ancho Tucapel Gran Selección G2 (500g, 1 Kg, 3 Kg)
(nacional)",Tucapel
Cereales (grano) y legumbres,Arroz,"Arroz largo ancho Banquete Premium G1 (1 Kg, 2 Kg)",Tucapel
Cereales (grano) y legumbres,Arroz,Arroz largo ancho Banquete Premium G2 (1 Kg),Tucapel
Cereales (grano) y legumbres,Arroz,Arroz italiano Inverni para Rissotto Carnaroli 500gr y 1kg,"Riso Inverni - importado por
Cencosud"
Cereales (grano) y legumbres,Arroz,"Arroz italiano para Rissotto Arborio Riso Inverni, 500 y 1kg","Riso Inverni - importado por
Cencosud"
Ingredientes para repostería y panificación,Goma xanthan,"Goma Xhantan, 227g","Bob´s Red Mill - Importa
Cencosud"
Ingredientes para repostería y panificación,Levadura,"Levadura seca (trockenhefe) BIOZENTRALE, 7GR","Bio Zentrale - Importado por
Cencosud"
Ingredientes para repostería y panificación,Polvo para hornear,"Polvo de hornear (cremor tártaro) BIOZENTRALE, 51gr","Bio Zentrale - Importado por
Cencosud"
Ingredientes para repostería y panificación,Extracto de vainilla,Esencia de Vainilla,Ambrosia
Ingredientes para repostería y panificación,Extracto de vainilla,"Esencia Vainilla, 60 y 120ml",Allfree
Ingredientes para repostería y panificación,Huevo pasteurizado,"Huevo liquido pasteurizado botella 1kg, 5kg, bidón 20kg",Agricovial
Ingredientes para repostería y panificación,Huevo pasteurizado,Clara Líquida pasteurizada,Agricovial
"Condimentos, especias y aliños",Condimentos,"Condimento Grill mate Montreal Chicken, 77 gr","MCCORMICK - importado por
Cencosud"
"Condimentos, especias y aliños",Caldo,"Caldo casero de carne, 1lt","Gallina Blanca - Importa
Globe italia"
"Condimentos, especias y aliños",Caldo,"Caldo casero de gallina, 1lt","Gallina Blanca - Importa
Globe italia"
"Condimentos, especias y aliños",Caldo,"Caldo de Pescado, 1lt","Gallina Blanca - Importa
Globe italia"
"Condimentos, especias y aliños",Caldo,Caldo (líquido) para paella sofrito,"Gallina Blanca - Importa
Globe italia"
"Condimentos, especias y aliños",Caldo,"Caldo casero de verduras, 1lt","Gallina Blanca - Importa
Globe italia"
"Condimentos, especias y aliños",Caldo,Paella kit (caldo deshidratado) mariscos,"Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Condimento paellero, 20 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Condimento Paellero marinera, 12 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Paella kit (caldo deshidratado) para Paella + mariscos,","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Sazonador para paella Carmencita, 295 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Sazonador para pollo (cerdo y pavo), molinillo 70 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Sazonador para pescado, molinillo 76 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Sazonador para barbacoa, molinillo 62 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sazonador,"Sazonador verduras Carmencita, molinillo 243 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Canela,"Canela molida, 190 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Canela,"Canela molida basic, 25gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Canela,"Canela molida, 43gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimienta,"Pimienta negra molida, 52gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimienta,"Pimienta negra molida basic, 32gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimienta,"Pimienta negra molida, 235gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Cebolla,"Cebolla en polvo, 196 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Cebolla,"Cebolla en polvo, 48gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Jengibre,"Jengibre molido, 37gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Jengibre,"Jengibre molido Carmencita, 37 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Ajo,"Ajo en polvo Carmencita, 60 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Ajo,"Ajo en polvo Carmencita, 290 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Ajo,"Ajo en polvo basic, 40 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimentón molido,"Pimentón ahumado Carmencita, lata 75 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimentón molido,"Pimentón dulce Carmencita, lata 75 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimentón molido,"Pimentón dulce Carmencita basic, 30 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Pimentón molido,"Pimentón picante Carmencita, lata 75 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Curcuma,"Curcuma molida basic, 31gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Curcuma,"Curcuma molida, 48gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sal condimentada,"Molinillo Sal PICANTE, 320 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sal condimentada,"Molinillo pimienta negra y sal, 225 gr","Carmencita - Importa
Cencosud"
"Condimentos, especias y aliños",Sal condimentada,"Sal marina mediterránea azafrán, molinillo 360 gr","Carmencita - Importa
Cencosud"
Otros,Puré de papas,"Puré de papas instantáneo MAGGI, 125g , 250g y 1kg",Nestlé
Otros,Puré de papas,"Puré instantáneo ajo tostado IDAHOAN, 114G","IDAHOAN - Importado por
Cencosud"
Otros,Puré de papas,"Puré instantáneo 4 quesos IDAHOAN, 114G","IDAHOAN - Importado por
Cencosud"
Otros,Puré de papas,"Puré instantáneo Homestyle IDAHOAN, 114G","IDAHOAN - Importado por
Cencosud"
Otros,Suero,Suero en polvo 25kg,Colun
Cerveza y licores,Sidra de manzana,Sidra Villa Pehuenia variedades sweet cider,"Compañia Pisquera de Chile
(CPCh)"
Galletas y colaciones,Galletas,"Galleta de arroz salada (clásica), formato 25gr y 150gr",Tucapel
Galletas y colaciones,Galletas,"Galleta de arroz dulce, formato 25gr y 150gr",Tucapel
Galletas y colaciones,Galletas,"Be Rice endulzadas, galletas de arroz y quinoa con stevia, 110gr",Be
Galletas y colaciones,Galletas,"Galletas Mini pop Snack multigrano Be Snacks chocolate, 25g",Be
Galletas y colaciones,Galletas,"Galletas de maíz con cobertura sabor chocolate, 20gr y 120gr",Mizos
Galletas y colaciones,Galletas,"Galletas Mini pop Snack multigrano Be Snacks, chips yogurt
frutilla, 25g",Be
Galletas y colaciones,Galletas,"Galleta de arroz con cobertura sabor yogur y frutilla, sachet 20gr
y doypack 120gr",Mizos
Galletas y colaciones,Galletas,"Toppers cubiertas sabor yogurt con trocitos de coco, 132g",Be
Galletas y colaciones,Galletas,Galletitas Nutrisa for kids limón,NutrisaCorp
Galletas y colaciones,Galletas,"Galletas Mini pop Snack multigrano Be Snacks, chips chocolate
naranja, 25g",Be
Galletas y colaciones,Galletas,"Toppers cubiertas chocolate negro sabor naranja y trocitos de
almendra, 132 g.",Be
Galletas y colaciones,Galletas,"Galletitas de arroz mini con yogurt y limón, 25 gr","Lider - Elabora Sociedad
industrial de Alimentos Vida
Saludable"
Galletas y colaciones,Galletas,"Galletas de arroz decorado, 150 g.","Lider - Elabora Sociedad
industrial de Alimentos Vida
Saludable"
Galletas y colaciones,Galletas,"Tortitas de arroz c/sal de mar (Reiswaffleln meersalzz)
BIOZENTRALE 100G","Bio Zentrale - Importado por
Cencosud"
Galletas y colaciones,Galletas,"Galleta pan crujiente de lenteja orgánica (knusperbrot erbse linse)
BIOZENTRALE, 100G","Bio Zentrale - Importado por
Cencosud"
Galletas y colaciones,Galletas,"Galletas María sin gluten Noglut, 180gr",Santiveri - NutrisaCorp
Galletas y colaciones,Galletas,"Galletas choco chips, 130gr",Gullón
Galletas y colaciones,Tortitas de maíz,"Tortitas de maíz orgánicas Bio Zentrale (maiswffeln meersalz)
,120 g","Bio Zentrale - Importado por
Cencosud"
Alimentos para regímenes especiales,Formula láctea,"Similac 2 5HMO, polvo 900g",Abbott - Nutrition
Alimentos para regímenes especiales,Formula láctea,"Similac 3 5HMO, polvo 900gr",Abbott - Nutrition
Alimentos para regímenes especiales,Formula láctea,"Similac 1 HMO, polvo 900gr",Abbott - Nutrition
Alimentos para regímenes especiales,Formula láctea,"Similac 1 advance, líquido 59ml",Abbott - Nutrition
Alimentos para regímenes especiales,Formula láctea,"Similac Sensitive sin lactosa, 375g",Abbott - Nutrition
Alimentos para regímenes especiales,Formula láctea,"Similac Total Comfort 1y2, tarro 360g",Abbott - Nutrition
Alimentos para regímenes especiales,Formula láctea,"Similac Total Comfort 3, tarro 820g",Abbott - Nutrition
Suplemento Nutricional,Levadura Nutricional,"Levadura Nutricional en copos, sobre de 100g",Dulzura Natural
Suplemento Nutricional,Levadura Nutricional,"Levadura Nutricional en polvo, 100 gr",Dulzura Natural
Té y hierbas,Té,STASH Té verde moroccan mint 20 bolsitas,Stash - Importa Cencosud
Té y hierbas,Té,"STASH Té Negro descafeinado con especias de calabaza (decaf
pumpkin spice) 18BLS",Stash - Importa Cencosud
Té y hierbas,Infusión,"STASH Granada/ frambuesas / matcha, 18 bolsitas, 36 gr",Stash - Importa Cencosud
Té y hierbas,Infusión,"STASH Jasmine blossom, 20 bolsitas, 38 gr",Stash - Importa Cencosud
Té y hierbas,Infusión,"STASH Canela, manzana y vainilla (cozy cinnamon vainilla),
18BLS",Stash - Importa Cencosud
Semillas y harinas de semillas,Maravilla,Maravilla pelada marca Mi Tierra,NutrisaCorp
Semillas y harinas de semillas,Linaza,Harina de Linaza marca Mi Tierra,NutrisaCorp
Semillas y harinas de semillas,Chía,Chía (semilla) marca Mi Tierra,Mi Tierra - NutrisaCorp
Semillas y harinas de semillas,Sésamo,Sésamo natural marca Mi Tierra,Mi Tierra - NutrisaCorp
Semillas y harinas de semillas,Sésamo,Semilla de Sésamo tostado marca Mi Tierra,Mi Tierra - NutrisaCorp
Semillas y harinas de semillas,Semilla de zapallo,Semilla de zapallo Mi Tierra,Mi Tierra - NutrisaCorp
Semillas y harinas de semillas,Calabaza,"Semilla de Calabaza, 200gr","Alto La Cruz - Agroindustrial
Las Tres Erres"
Pastas untables,Hummus,"Hummus Picante (Spicy) marca Red Spoon, 260gr","Red Spoon - Importa
Elbelman"
Pastas untables,Hummus,"Hummus con Tahini marca Red Spoon, 260gr","Red Spoon - Importa
Elbelman"
Pastas untables,Hummus,"Hummus al Oliva mafrca Red Spoon, 260gr","Red Spoon - Importa
Elbelman"
Pastas untables,Pasta de maní,Pasta de maní natural king 485 g,Mani King - Importa Cencosud
Pastas untables,Pasta de maní,"Pasta de maní Crunchy King, 350 gr",Mani King - Importa Cencosud
Productos congelados,Duquesas de coliflor,"Bocaditos de coliflor Veggie, bolsa doypack 350gr",Frutos del Maipo
Productos congelados,Hortalizas,"Choclo grano, 200 gr, 500 gr, 1 kg, y 2 kg",Frutos del Maipo
Productos congelados,Hortalizas,"Arveja congelada, 200 gr, 500 gr, 1 kg, y 2 kg",Frutos del Maipo
Productos congelados,Hortalizas,"Habas, 500 gr, 1kg y 2 kg",Frutos del Maipo
Productos congelados,Hortalizas,"Porotos Granados, 500g y 2kg",Frutos del Maipo
Productos congelados,Hortalizas,"Mix del huerto, 500gr",Frutos del Maipo
Productos congelados,Hortalizas,"Primavera, 200 gr, 500 gr, 1 kg, y 2 kg",Frutos del Maipo
Productos congelados,Hortalizas,"Jardinera, 200 gr, 500 gr y 2 kg",Frutos del Maipo
Productos congelados,Hortalizas,"Mix Oriental, 350g",Frutos del Maipo
Productos congelados,Hortalizas,"Zapallo cubo, 350g y 1kg",Frutos del Maipo
Productos congelados,Hortalizas,"Choclo trozo 1.3"", 350g y 200 gr de 1 pulgada",Frutos del Maipo
Productos congelados,Hortalizas,"Choclo trozo 2"", 650g",Frutos del Maipo
Productos congelados,Hortalizas,"Mix rusa, 500 gr, 1 kg y 2 kg",Frutos del Maipo
Productos congelados,Hortalizas,Espárragos congelados 350g,Frutos del Maipo
Productos congelados,Fruta congelada,"Tuti mango, 400g",Frutos del Maipo
Productos congelados,Fruta congelada,"Arándano congelado, 400g",Frutos del Maipo
Productos congelados,Fruta congelada,Mango 400g,Frutos del Maipo
Productos congelados,Fruta congelada,Smoothie detox 500gr,Frutos del Maipo
Productos congelados,Fruta congelada,Smoothie vitality 500gr,Frutos del Maipo
Productos congelados,Papas prefritas,Papas pre fritas formato bastón (para sus formatos 500g- 1 kg),Frutos del Maipo
Productos congelados,Papas prefritas,Papas duquesas Tradicional (formatos 500g - 1 kg),Frutos del Maipo
Productos congelados,Papas prefritas,Papas duquesas Finas hierbas (formato 500g),Frutos del Maipo
Productos congelados,Papas prefritas,Papas duquesas Barbecue (formato 500g),Frutos del Maipo
Productos congelados,Papas prefritas,Papas pre fritas cubo FDM (formato 750g),Frutos del Maipo
Aceites,Aceite de coco,Aceite de Coco virgen Mi Tierra,NutrisaCorp
Aceites,Aceite vegetal,"Aceite Vegetal, 900cc y 3000cc",Natura
Aceites,Aceite de maravilla,"Aceite de Maravilla, 500cc, 900cc, 1lt, 1,5 lt, 3lt, 5llt",Natura
Aceites,Aceite de maravilla,"Aceite Maravilla Oliva, 900cc",Natura
Huevo,Huevo cocido,"Huevo cocido (duro) pelado, bolsa 30 unidades",Agricovial
Bebidas y jugos,Bebida energética,"Be Up, Maracuyá Menta, lata 250ml",Be Up
Bebidas y jugos,Jugo de fruta natural,"Jugo Pura Frutta Naranja, 1LT","PURA FRUTTA - Importado
por Cencosud"
"Harinas, almidones y premezclas",Harina de quínoa,Harina de Quinoa,Cosecha Justa
"Harinas, almidones y premezclas",Harina de arroz,Harina de arroz integral,Cosecha Justa
"Harinas, almidones y premezclas",Harina de legumbres,Harina de lentejas,Cosecha Justa
"Harinas, almidones y premezclas",Harina de legumbres,Harina de garbanzos,Cosecha Justa
Panes y productos horneados y Pastelería,Pan de molde,Pan de molde integral No+Gluten,NutrisaCorp
Panes y productos horneados y Pastelería,Pan,Pan Marraqueta No+Gluten,NutrisaCorp
Cereales para desayuno y barras de cereal,Cereal,"Cereal Orgran sin gluten CORNFLAKES, 300 gr",Orgran - Importa Cencosud
Chocolates y coberturas,Bombón,"Bombón Damasco & chocolate (Damasco deshidratadas bañadas
en Chocolate), 100 gr",Sofruco
Chocolates y coberturas,Bombón,"Bombón Ciruela & chocolate (Ciruelas deshidratadas bañadas en
Chocolate), 100 gr",Sofruco
Leches,Leche de cabra,"Dagoat Chocolate, 400g formato polvo",Dagoat
Bebidas vegetales,Bebida de coco,"Bebida de coco sin azúcar, 1lt",Cuisine&Co - JUMBO
Bebidas vegetales,Bebida de coco,"Bebida de coco original, 1lt",Cuisine&Co - JUMBO
Pastas y fideos,Fideos,"Pastas de lentejas, formato penne y fusilli",Cosecha Justa
Pastas y fideos,Fideos,"Pastas de arvejas, formato penne y fusilli",Cosecha Justa
Pastas y fideos,Fideos,"Pastas de garbanzos, formato penne y fusilli",Cosecha Justa
Frutos secos - frutas deshidratados - frutos tropicales,Maní,"Mani sin piel tostado marca Mani King, 500gr",Mani King - Importa Cencosud
Frutos secos - frutas deshidratados - frutos tropicales,Maní,"Mani c/piel frito salado marca Mani King, 500g",Mani King - Importa Cencosud
Frutos secos - frutas deshidratados - frutos tropicales,Maní,"Mani sin piel frito salado marca Mani King, 500gr",Mani King - Importa Cencosud
Helados,Helado de agua,"Helado Mango Maracuya, pote 1lt",Palettas - Emporio La Rosa
Helados,Helado de agua,"Helado Frambuesa menta, pote 550gr",Emporio La Rosa
Helados,Helado de agua,"Helado Chocolate sin azúcar, pote 550g",Emporio La Rosa
Helados,Helados de leche,"Helado de manjar blanco chocolate, pote 550gr",Emporio La Rosa
Helados,Helados de leche,"Helado Pistacho, pote 550gr",Emporio La Rosa
Helados,Helados de leche,"Helado sabor Peanut caramel, pote 1Lt",Palettas - Emporio La Rosa
Helados,Helados de leche,"Helado Dulce de leche, pote 550gr",Emporio La Rosa
Helados,Helados de leche,"Helado Bravissimo Mousse de chocolate, 900ml",Avocat
ALIMENTOS QUE NO HAN RENOVADO ANÁLISIS,Helados de leche,"Bombón relleno con helado de frambuesa, pote 182g",Emporio La Rosa
Cecinas,Jamón,Fiambre de jamón marca La Española,PF Alimentos
Cecinas,Jamón,Fiambre de jamón marca PF,PF Alimentos
Cecinas,Jamón,Jamón colonial marca PF,PF Alimentos
Cecinas,Pastas,Pasta sabor jamón marca Receta del Abuelo,PF Alimentos
Suplementos alimentarios,Biotina,"BIOTINA+Q10 +ZINC, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,"Suplemento vitaminas y
minerales","MULTIVITAMINAS+MINERALES, tubo 20 tabletas efervescentes",German Energy - Bio Plus
Suplementos alimentarios,Fórmula energética,"XTREME BOOST ENERGY, tubo 20 tabletas efervescentes","Xtreme Boots Hydration - Bio
Plus"
Suplementos alimentarios,Bebida hidratante en tableta,"XTREME BOOST HYDRATION, tubo 20 tabletas efervescentes","Xtreme Boots Hydration - Bio
Plus"
Cereales (grano) y legumbres,Quinoa,Quinoa,Cosecha Justa
Cereales (grano) y legumbres,Arroz,Arroz,Cosecha Justa
Cereales (grano) y legumbres,Arroz,Arroz integral,Cosecha Justa
Cereales (grano) y legumbres,Garbanzos,Garbanzos,Cosecha Justa
Cereales (grano) y legumbres,Lentejas,Lentejas,Cosecha Justa
Galletas y colaciones,Galletas,"Galleta de maíz sabor caramelo, 20gr y 120g",Mizos
Galletas y colaciones,Galletas,"Snack Veggie crunch, 30 y 135gr",Ecovida
Alimentos para regímenes especiales,Formula láctea,"Similac Special Care, liquido 100g",Abbott - Nutrition
